term,document_frequency,idf
transformer,13,2.331234583936863
multimodal,5,3.178532444324067
dchafaudag,1,4.277144732992177
ripart,1,4.277144732992177
volue,20,1.925769475828699
flutamide,1,4.277144732992177
employe,14,2.262241712449912
consensuellement,2,3.8716796248840124
dcideur,3,3.583997552432231
palliatif,9,2.667706820558076
antido,1,4.277144732992177
intensieve,1,4.277144732992177
quoi,17,2.079920155655957
relecture,1,4.277144732992177
intiqu,5,3.178532444324067
contracter,4,3.3608540011180215
tas,6,3.0243817644968085
debactriologie,2,3.8716796248840124
microcirculatoire,6,3.0243817644968085
lhistoir,5,3.178532444324067
allergiquedrug,1,4.277144732992177
urgentister,1,4.277144732992177
analogique,1,4.277144732992177
saccord,1,4.277144732992177
surajout,1,4.277144732992177
voluant,11,2.4853852637641216
hyperprotidmie,1,4.277144732992177
decrease,1,4.277144732992177
diversifie,1,4.277144732992177
allong,9,2.667706820558076
benyami,1,4.277144732992177
sulfure,1,4.277144732992177
dangoiss,2,3.8716796248840124
captivit,1,4.277144732992177
respecter,35,1.3867729750960118
whipplei,1,4.277144732992177
den,20,1.925769475828699
ecbu,2,3.8716796248840124
within,51,1.0190481949706944
remplacer,24,1.7514160886839212
strasbourg,12,2.4053425560905852
manie,1,4.277144732992177
tienam,1,4.277144732992177
zc,1,4.277144732992177
lavis,8,2.7730673362159024
chmokine,1,4.277144732992177
anesthsique,13,2.331234583936863
paramagntiqu,1,4.277144732992177
iregui,1,4.277144732992177
schiele,1,4.277144732992177
curti,1,4.277144732992177
anneau,9,2.667706820558076
entriqu,2,3.8716796248840124
thrombasthni,1,4.277144732992177
pluridisciplinaire,7,2.890850371872286
bioengineering,1,4.277144732992177
tracho,5,3.178532444324067
sil,31,1.5045560107523954
bronchopneumoniqu,1,4.277144732992177
exact,20,1.925769475828699
pporta,1,4.277144732992177
ducationnelle,1,4.277144732992177
astrocytose,1,4.277144732992177
lectrophysiologiqu,1,4.277144732992177
heidelberg,1,4.277144732992177
arachnodienne,3,3.583997552432231
mutant,5,3.178532444324067
temprature,21,1.879249460193806
raven,1,4.277144732992177
enterococcu,5,3.178532444324067
rvolutionnair,1,4.277144732992177
normment,2,3.8716796248840124
mtadri,1,4.277144732992177
tuder,3,3.583997552432231
quation,13,2.331234583936863
parathormon,1,4.277144732992177
danslechoc,1,4.277144732992177
dpilepsi,3,3.583997552432231
flatulence,1,4.277144732992177
stange,1,4.277144732992177
lantibiothrapie,8,2.7730673362159024
toxicity,3,3.583997552432231
salicyls,1,4.277144732992177
abonne,1,4.277144732992177
rsid,13,2.331234583936863
for,29,1.5690945318899665
sharshar,1,4.277144732992177
sevrabilit,5,3.178532444324067
reactive,3,3.583997552432231
physique,14,2.262241712449912
noyade,3,3.583997552432231
dattent,7,2.890850371872286
heron,1,4.277144732992177
quilibration,4,3.3608540011180215
streptocoquesa,1,4.277144732992177
justesse,1,4.277144732992177
conserver,19,1.9745596399981307
proenzyme,1,4.277144732992177
adjectif,1,4.277144732992177
chamaedry,2,3.8716796248840124
ppsb,1,4.277144732992177
chiumello,1,4.277144732992177
mucoviscidos,5,3.178532444324067
parasitose,2,3.8716796248840124
logo,1,4.277144732992177
loin,28,1.6029960835656478
msangial,1,4.277144732992177
objectiver,11,2.4853852637641216
aryn,2,3.8716796248840124
fabien,1,4.277144732992177
allogreffs,2,3.8716796248840124
prostacy,8,2.7730673362159024
poid,5,3.178532444324067
bactrienne,33,1.4439313889359604
paranoplasique,1,4.277144732992177
amoxycilline,1,4.277144732992177
auxpatient,1,4.277144732992177
chloralose,1,4.277144732992177
etbloc,1,4.277144732992177
quatrim,20,1.925769475828699
actualise,2,3.8716796248840124
rassembls,1,4.277144732992177
abonn,2,3.8716796248840124
adiponectine,1,4.277144732992177
desmoulin,1,4.277144732992177
protocolairer,1,4.277144732992177
lier,48,1.0784716154414953
acbutolol,1,4.277144732992177
septicmie,9,2.667706820558076
egv,1,4.277144732992177
richecoeur,3,3.583997552432231
dbattus,1,4.277144732992177
sidens,1,4.277144732992177
ballonnement,3,3.583997552432231
circonfrentiel,1,4.277144732992177
ges,6,3.0243817644968085
condition,52,1.0
mouvoir,19,1.9745596399981307
radresser,1,4.277144732992177
bombent,1,4.277144732992177
rostroventrolatral,1,4.277144732992177
bbb,1,4.277144732992177
comit,33,1.4439313889359604
dlco,2,3.8716796248840124
indniabl,1,4.277144732992177
underlying,2,3.8716796248840124
pyro,1,4.277144732992177
ltirement,1,4.277144732992177
ult,4,3.3608540011180215
dihydroxylation,1,4.277144732992177
lassmann,1,4.277144732992177
hypofibrinognmi,1,4.277144732992177
rapidit,31,1.5045560107523954
parent,20,1.925769475828699
leukotrin,1,4.277144732992177
complaisamment,1,4.277144732992177
osine,2,3.8716796248840124
asp,12,2.4053425560905852
agrgabilit,1,4.277144732992177
mariette,1,4.277144732992177
polymrase,5,3.178532444324067
natr,4,3.3608540011180215
shionoria,1,4.277144732992177
pathologi,1,4.277144732992177
tlescopiqu,3,3.583997552432231
microorganismer,1,4.277144732992177
lalignement,2,3.8716796248840124
sgb,1,4.277144732992177
lalitement,2,3.8716796248840124
philibert,1,4.277144732992177
verticalit,1,4.277144732992177
aminopeptide,1,4.277144732992177
delter,2,3.8716796248840124
simplifiant,2,3.8716796248840124
volotraumatisme,2,3.8716796248840124
slv,5,3.178532444324067
immortalit,1,4.277144732992177
wort,1,4.277144732992177
staphylococcu,2,3.8716796248840124
ralisier,1,4.277144732992177
humani,1,4.277144732992177
rgnerer,1,4.277144732992177
paule,1,4.277144732992177
trancher,5,3.178532444324067
teurs,3,3.583997552432231
vdiast,1,4.277144732992177
nostigmin,4,3.3608540011180215
lpisod,6,3.0243817644968085
rsitair,1,4.277144732992177
larrey,4,3.3608540011180215
cefpodoxime,2,3.8716796248840124
isodense,1,4.277144732992177
laccompagnement,3,3.583997552432231
protonique,1,4.277144732992177
td,1,4.277144732992177
epitomax,1,4.277144732992177
cristallode,7,2.890850371872286
modifier,50,1.0384662808277962
gonzaleza,1,4.277144732992177
prime,7,2.890850371872286
domestique,4,3.3608540011180215
infiltrs,1,4.277144732992177
characteristic,2,3.8716796248840124
prove,14,2.262241712449912
foie,24,1.7514160886839212
batrice,1,4.277144732992177
auic,1,4.277144732992177
triade,7,2.890850371872286
lopinion,5,3.178532444324067
merg,3,3.583997552432231
agns,1,4.277144732992177
niv,1,4.277144732992177
usure,1,4.277144732992177
oxydatives,1,4.277144732992177
savon,5,3.178532444324067
polynvrite,1,4.277144732992177
crot,4,3.3608540011180215
sucr,6,3.0243817644968085
arthropod,1,4.277144732992177
directesynergie,1,4.277144732992177
uniformment,2,3.8716796248840124
rom,2,3.8716796248840124
convergence,2,3.8716796248840124
cml,1,4.277144732992177
lengouement,1,4.277144732992177
mitch,1,4.277144732992177
francais,1,4.277144732992177
acidoses,1,4.277144732992177
llastance,4,3.3608540011180215
uv,1,4.277144732992177
traitant,8,2.7730673362159024
irepathophysiology,1,4.277144732992177
tant,52,1.0
desglucocorticoder,1,4.277144732992177
girault,1,4.277144732992177
sinu,4,3.3608540011180215
swenn,1,4.277144732992177
tiers,32,1.4737843520856415
prcession,2,3.8716796248840124
lhypomagnsmi,1,4.277144732992177
prfrabl,17,2.079920155655957
varis,16,2.137078569495906
ambiant,10,2.5723966407537513
probant,5,3.178532444324067
calorico,2,3.8716796248840124
gb,3,3.583997552432231
attitud,2,3.8716796248840124
essel,1,4.277144732992177
motif,26,1.6744550475477928
apprhender,11,2.4853852637641216
vasopressiver,4,3.3608540011180215
munoz,1,4.277144732992177
dchec,17,2.079920155655957
inconfortable,4,3.3608540011180215
amien,1,4.277144732992177
enregistre,9,2.667706820558076
pmn,1,4.277144732992177
inventeur,1,4.277144732992177
dfinie,43,1.1861022796338607
soutenir,21,1.879249460193806
terbi,1,4.277144732992177
sarcodosique,1,4.277144732992177
pleurectomie,1,4.277144732992177
purification,3,3.583997552432231
catcholaminergiqu,2,3.8716796248840124
puration,23,1.7922380832041762
langioplasti,2,3.8716796248840124
proprit,41,1.2326222952687536
triom,1,4.277144732992177
apet,1,4.277144732992177
itvao,1,4.277144732992177
ospors,1,4.277144732992177
sdra,28,1.6029960835656478
culturel,7,2.890850371872286
mitochondrie,7,2.890850371872286
aortic,1,4.277144732992177
avanttransplantation,1,4.277144732992177
lj,1,4.277144732992177
rptitif,2,3.8716796248840124
rptition,13,2.331234583936863
europe,29,1.5690945318899665
dinsp,2,3.8716796248840124
masha,1,4.277144732992177
breer,1,4.277144732992177
chographiquer,2,3.8716796248840124
quinolone,8,2.7730673362159024
aventis,1,4.277144732992177
pulmonetic,1,4.277144732992177
flore,3,3.583997552432231
adopter,25,1.7121953755306398
histiocyte,1,4.277144732992177
reoi,1,4.277144732992177
progeria,1,4.277144732992177
actair,7,2.890850371872286
linotropism,1,4.277144732992177
dulupus,1,4.277144732992177
majoration,26,1.6744550475477928
occipital,4,3.3608540011180215
ectasie,1,4.277144732992177
heredity,1,4.277144732992177
dfavorablement,1,4.277144732992177
freyszc,1,4.277144732992177
intensiviste,2,3.8716796248840124
ega,1,4.277144732992177
dhmoptysier,1,4.277144732992177
rtentier,1,4.277144732992177
implmentation,2,3.8716796248840124
dempathie,1,4.277144732992177
denseignement,3,3.583997552432231
grippe,9,2.667706820558076
prvient,13,2.331234583936863
articulation,3,3.583997552432231
seldinger,2,3.8716796248840124
ontpage,1,4.277144732992177
lectrodes,1,4.277144732992177
embolectomie,2,3.8716796248840124
tudes,21,1.879249460193806
specimens,1,4.277144732992177
dsavantager,1,4.277144732992177
goste,1,4.277144732992177
yeux,2,3.8716796248840124
spectre,15,2.197703191312341
corticodes,4,3.3608540011180215
survenue,35,1.3867729750960118
glycogne,3,3.583997552432231
nothiazine,1,4.277144732992177
divers,37,1.3327057538257359
adjonction,14,2.262241712449912
pointill,5,3.178532444324067
elgrablya,1,4.277144732992177
strausb,1,4.277144732992177
corticoide,1,4.277144732992177
hpato,6,3.0243817644968085
confiant,1,4.277144732992177
intramusculaire,14,2.262241712449912
vhicule,5,3.178532444324067
entat,1,4.277144732992177
chorioamniotite,1,4.277144732992177
danesthsique,1,4.277144732992177
hydraulique,3,3.583997552432231
sufentanil,3,3.583997552432231
audible,2,3.8716796248840124
dismut,1,4.277144732992177
rversion,2,3.8716796248840124
spectrometry,1,4.277144732992177
informaticien,1,4.277144732992177
we,3,3.583997552432231
lassoueda,1,4.277144732992177
symboliser,1,4.277144732992177
lexcs,4,3.3608540011180215
glomrulovasculair,1,4.277144732992177
mensuellement,2,3.8716796248840124
vasogniqu,3,3.583997552432231
lavage,28,1.6029960835656478
roux,7,2.890850371872286
nempcher,1,4.277144732992177
binstitut,1,4.277144732992177
jm,1,4.277144732992177
acidurie,2,3.8716796248840124
fantin,1,4.277144732992177
talmoparsie,1,4.277144732992177
interhospitalir,1,4.277144732992177
oscar,1,4.277144732992177
inhomogne,1,4.277144732992177
prchargedpender,1,4.277144732992177
succession,7,2.890850371872286
ins,4,3.3608540011180215
acharner,1,4.277144732992177
associatif,4,3.3608540011180215
vieillardbaron,1,4.277144732992177
critical,18,2.0258529343856813
neutropnies,1,4.277144732992177
dbridement,2,3.8716796248840124
delarecherch,1,4.277144732992177
robuste,7,2.890850371872286
casqu,1,4.277144732992177
intrinsic,2,3.8716796248840124
ltaient,2,3.8716796248840124
lajustemer,1,4.277144732992177
dcel,3,3.583997552432231
organis,10,2.5723966407537513
dhypo,2,3.8716796248840124
laboratory,2,3.8716796248840124
prbtzinger,1,4.277144732992177
nutrition,19,1.9745596399981307
maigrir,2,3.8716796248840124
ante,5,3.178532444324067
mylinise,1,4.277144732992177
anticardiolipider,1,4.277144732992177
troisim,39,1.2814124594381855
pralidoxime,1,4.277144732992177
prolifrative,1,4.277144732992177
quart,16,2.137078569495906
appele,20,1.925769475828699
watering,1,4.277144732992177
tnfa,1,4.277144732992177
ppar,1,4.277144732992177
lesrisque,1,4.277144732992177
btadine,2,3.8716796248840124
cimier,1,4.277144732992177
lanesthsist,3,3.583997552432231
leucopnie,11,2.4853852637641216
rotavirus,2,3.8716796248840124
dmuni,1,4.277144732992177
esmin,1,4.277144732992177
prdomin,3,3.583997552432231
arri,3,3.583997552432231
bnfici,23,1.7922380832041762
obstructivesmedical,1,4.277144732992177
temps,53,0.9813078669878474
reprsentant,13,2.331234583936863
sactiver,1,4.277144732992177
asc,3,3.583997552432231
transparence,5,3.178532444324067
lr,1,4.277144732992177
samliorent,3,3.583997552432231
histologiquement,3,3.583997552432231
quinupristine,2,3.8716796248840124
obesu,1,4.277144732992177
croix,6,3.0243817644968085
stoechiomtriqu,1,4.277144732992177
bla,2,3.8716796248840124
sevrageliberation,1,4.277144732992177
abl,7,2.890850371872286
linfliximab,1,4.277144732992177
dcubitu,8,2.7730673362159024
structurant,1,4.277144732992177
daussi,1,4.277144732992177
incommoder,1,4.277144732992177
scorpion,1,4.277144732992177
globulaire,10,2.5723966407537513
jacquet,1,4.277144732992177
unehypoventilation,1,4.277144732992177
ouana,1,4.277144732992177
rompre,14,2.262241712449912
hmopneumothorax,1,4.277144732992177
iods,1,4.277144732992177
vitaminosensible,1,4.277144732992177
enterobacter,6,3.0243817644968085
alcalode,5,3.178532444324067
obstacl,6,3.0243817644968085
hodgkinien,2,3.8716796248840124
tenaillonc,1,4.277144732992177
observateur,5,3.178532444324067
mdiasti,7,2.890850371872286
dhydroxythyl,1,4.277144732992177
consultable,2,3.8716796248840124
lavigne,1,4.277144732992177
marmus,1,4.277144732992177
poulton,1,4.277144732992177
dissmine,20,1.925769475828699
slectiv,19,1.9745596399981307
rodriguez,4,3.3608540011180215
dappliquer,6,3.0243817644968085
triag,6,3.0243817644968085
reims,2,3.8716796248840124
couverture,4,3.3608540011180215
impossibilit,14,2.262241712449912
project,2,3.8716796248840124
structurs,1,4.277144732992177
rvolter,1,4.277144732992177
dpaisseur,2,3.8716796248840124
infectiologi,1,4.277144732992177
kit,2,3.8716796248840124
glycopeptider,1,4.277144732992177
riia,1,4.277144732992177
cutano,2,3.8716796248840124
pac,6,3.0243817644968085
pig,2,3.8716796248840124
mlot,1,4.277144732992177
quassoci,1,4.277144732992177
honntement,2,3.8716796248840124
dult,2,3.8716796248840124
noncs,3,3.583997552432231
eyrolle,1,4.277144732992177
elber,1,4.277144732992177
dcds,1,4.277144732992177
leteurtreb,2,3.8716796248840124
rhumatod,8,2.7730673362159024
psychiatr,2,3.8716796248840124
renoner,1,4.277144732992177
hgx,1,4.277144732992177
desmopressine,2,3.8716796248840124
toxidermie,1,4.277144732992177
gauduchon,1,4.277144732992177
curi,3,3.583997552432231
abuser,1,4.277144732992177
vritablement,11,2.4853852637641216
aiguthe,1,4.277144732992177
catabolique,1,4.277144732992177
insulinothrapi,1,4.277144732992177
tosomemedical,1,4.277144732992177
plasticien,1,4.277144732992177
proximal,24,1.7514160886839212
helminthiase,1,4.277144732992177
canal,9,2.667706820558076
converger,1,4.277144732992177
mns,4,3.3608540011180215
smc,1,4.277144732992177
prconise,19,1.9745596399981307
frquente,31,1.5045560107523954
srnit,1,4.277144732992177
dner,1,4.277144732992177
collige,3,3.583997552432231
tuer,3,3.583997552432231
violence,3,3.583997552432231
mycine,3,3.583997552432231
sicot,9,2.667706820558076
virologique,7,2.890850371872286
multibarrettes,2,3.8716796248840124
context,1,4.277144732992177
minuter,3,3.583997552432231
chadda,1,4.277144732992177
leurope,4,3.3608540011180215
anesthsisteranimateur,3,3.583997552432231
hypokalimiqu,1,4.277144732992177
rtablit,6,3.0243817644968085
stimulation,30,1.5363047090669757
lastomr,1,4.277144732992177
taier,1,4.277144732992177
cartilag,2,3.8716796248840124
marquette,1,4.277144732992177
syncope,3,3.583997552432231
invit,2,3.8716796248840124
sodiqueav,1,4.277144732992177
ntromycin,1,4.277144732992177
lauxologie,1,4.277144732992177
dapprciation,1,4.277144732992177
lipofuscinose,1,4.277144732992177
genv,3,3.583997552432231
rsistance,44,1.1636294237818021
sriqu,14,2.262241712449912
etsyndrome,3,3.583997552432231
blastes,1,4.277144732992177
demont,1,4.277144732992177
prsomptive,1,4.277144732992177
voies,8,2.7730673362159024
amyotrophique,1,4.277144732992177
desars,1,4.277144732992177
vecuronium,2,3.8716796248840124
anaises,1,4.277144732992177
abraser,1,4.277144732992177
rpondeur,15,2.197703191312341
exprimentale,33,1.4439313889359604
myalgie,6,3.0243817644968085
hcg,1,4.277144732992177
cassation,7,2.890850371872286
amplificateur,3,3.583997552432231
dacclrer,1,4.277144732992177
lasystole,1,4.277144732992177
chastr,3,3.583997552432231
aspartate,5,3.178532444324067
prsum,14,2.262241712449912
videnter,1,4.277144732992177
influencs,2,3.8716796248840124
duranda,1,4.277144732992177
centaine,13,2.331234583936863
europens,5,3.178532444324067
isepalline,1,4.277144732992177
triazols,1,4.277144732992177
advance,1,4.277144732992177
postvaricelleux,1,4.277144732992177
antrieur,35,1.3867729750960118
polmiqu,1,4.277144732992177
schelonne,1,4.277144732992177
dupathogn,1,4.277144732992177
doxyd,2,3.8716796248840124
paracrineautocrine,1,4.277144732992177
exprim,26,1.6744550475477928
schmatise,1,4.277144732992177
arrow,3,3.583997552432231
bir,1,4.277144732992177
plusieurs,52,1.0
endall,2,3.8716796248840124
distensibilit,3,3.583997552432231
lexocytose,1,4.277144732992177
etdersistanc,1,4.277144732992177
aractive,2,3.8716796248840124
intrique,5,3.178532444324067
phase,24,1.7514160886839212
pourleranimateur,2,3.8716796248840124
aplani,1,4.277144732992177
lecture,24,1.7514160886839212
aty,1,4.277144732992177
icule,3,3.583997552432231
regulation,2,3.8716796248840124
caractrises,3,3.583997552432231
insulinodpender,1,4.277144732992177
transferred,1,4.277144732992177
obscur,5,3.178532444324067
difiant,1,4.277144732992177
scopolamine,1,4.277144732992177
